Name,ForeignID,Street,Bandar,Postcode,State,District,"Region (North, South, East or Central)",Country Code,Email,Telephone,Mobile,Accessibilty Roadtanker,Binary opening weekdays string,Actual max. size,"Latitude/Longitude, Road",Distribution Channel for SAP field,User Min Stock,User Max Stock,Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,"Position Method, Road","Position Method, Home",POI,Overridden terminal for 97,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Monthly Diesel Quota,Marked for export,"Latitude/Longitude, Home",Last changed by user,Last changed,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Default terminal,CUSTOMERINFOTEXT23,Customer type,Created by user,Created,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Closing time,Alternative Street,Address District
PNK NENASI [DLV KUANTAN],80044822,"KOMPLEKS PERIKANAN LKIM NENASI, ,",NENASI,26690,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,129587416,,16380,1111110,,"(3.135697, 103.443420)",CO,,,Default,PNK NENASI [DLV KUANTAN],90017218,80044822,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.135697, 103.443420)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(994202, 347642)","(994202, 347642)",,18:00:00,,- Invalid -
PNK NENASI INDUSTRIAL,80004644,"KOMPLEKS PERIKANAN LKIM NENASI, ,",NENASI,26690,PAH,COMNAT,EAST,PEN,norazhan@petronas.com.my,,,27300,1111111,,"(3.135697, 103.443420)",CO,,,Default,PNK NENASI INDUSTRIAL,90009258,80004644,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.135697, 103.443420)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,19/01/16 11:16,Malaysia,"(994202, 347642)","(994202, 347642)",,17:00:00,,- Invalid -
PNK PAKA INDUSTRIAL,80051046,"D/A PEJABAT PERSATUAN, NELAYAN, PAKA",PAKA,23100,TRE,,EAST,PEN,norazhan@petronas.com.my,,,16380,1111001,,"(4.639989, 103.437386)",CO,,,Default,PNK PAKA INDUSTRIAL,NaN,80051046,D001,,,Invalid,,8:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(4.639989, 103.437386)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,16/02/16 15:17,Malaysia,"(992652, 514415)","(992652, 514415)",,17:00:00,,- Invalid -
PNK PANGKOR (MOGAS),80050671,"TELUK BAHARU, PANGKOR,",LUMUT,32300,PER,,NORTH,PEN,norazhan@petronas.com.my,,,32760,1111100,,"(4.190495, 100.581768)",CO,,,Default,PNK PANGKOR (MOGAS),NaN,80050671,D001,,,Invalid,,8:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(4.190495, 100.581768)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,30/12/15 9:46,Malaysia,"(675566, 463361)","(675566, 463361)",,14:30:00,,- Invalid -
PNK PANGKOR (MOGAS),80051317,"TELUK BAHARU, PANGKOR,",PULAU PANGKOR,32300,PER,COMNAT,NORTH,PEN,norazhan@petronas.com.my,,,32760,1111100,,"(4.190495, 100.581768)",CO,,,Default,PNK PANGKOR (MOGAS),90044776,80051317,D001,,,Invalid,,8:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(4.190495, 100.581768)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,28/04/16 15:32,Malaysia,"(675566, 463361)","(675566, 463361)",,14:30:00,,- Invalid -
PNK PEKAN [DLV KUANTAN],80044821,"KOMPLEKS PERIKANAN LKIM K PAHANG, ,","KUALA PAHANG, PEKAN",26690,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,199637593,,32760,1111110,,"(3.530803, 103.461579)",CO,,,Default,PNK PEKAN [DLV KUANTAN],90017218,80044821,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.530803, 103.461579)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(996027, 391456)","(996027, 391456)",,17:00:00,,- Invalid -
PNK PEKAN INDUSTRIAL,80004645,"KOMPLEKS PERIKANAN LKIM K PAHANG, ,","KUALA PAHANG, PEKAN",26690,PAH,COMNAT,EAST,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(3.530803, 103.461579)",CO,,,Default,PNK PEKAN INDUSTRIAL,90009258,80004645,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.530803, 103.461579)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,19/01/16 11:16,Malaysia,"(996027, 391456)","(996027, 391456)",,17:00:00,,- Invalid -
PNK PERLIS SEL-SG BARU [EX-D PRAI],80036436,"KUALA SG. BARU, ,",SIMPANG AMPAT,2700,PEL,COMNAT,,PEN,hamizanr@petronas.com.my,49808167,,21840,1111110,,"(6.331582, 100.156724)",CO,,,Default,PNK PERLIS SEL-SG BARU [EX-D PRAI],90017218,80036436,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.331582, 100.156724)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(627943, 700001)","(627943, 700001)",,17:00:00,,- Invalid -
PNK PONTIAN - JETI SYKT,80009706,"JETI SYARIKAT KERJASAMA NELAYAN, PONTIAN,",PONTIAN KECHIL,82000,JOH,COMNAT,,PEN,norazhan@petronas.com.my,,,21840,1111111,,"(1.508948, 103.379532)",CO,,,Default,PNK PONTIAN - JETI SYKT,90009258,80009706,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.508948, 103.379532)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,02/02/16 20:19,Malaysia,"(987642, 167276)","(987642, 167276)",,17:00:00,,- Invalid -
PNK PONTIAN [DLV MELAKA],80008622,"PONTIAN BESAR, , LOT 6405 JALAN AL SAGOFF",PONTIAN,82000,JOH,COMNAT,,PEN,norazhan@petronas.com.my,,,21840,1111111,,"(1.508948, 103.379532)",CO,,,Default,PNK PONTIAN [DLV MELAKA],90009258,80008622,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.508948, 103.379532)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,02/02/16 20:19,Malaysia,"(987642, 167276)","(987642, 167276)",,17:00:00,,- Invalid -
PNK PONTIAN [DLV MELAKA],80017713,"PONTIAN BESAR, LOT 6405 JALAN AL SAGOFF,",PONTIAN,82000,JOH,COMNAT,,PEN,hamizanr@petronas.com.my,76879546,,21840,1111110,,"(1.508948, 103.379532)",CO,,,Default,PNK PONTIAN [DLV MELAKA],90017218,80017713,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.508948, 103.379532)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(987642, 167276)","(987642, 167276)",,17:00:00,,- Invalid -
PNK PONTIAN-JETI SYKT [DLV MELAKA],80039484,"JETI SYARIKAT KERJASAMA NELAYAN, PONTIAN,",PONTIAN KECHIL,82000,JOH,COMNAT,,PEN,hamizanr@petronas.com.my,76879546,,21840,1111110,,"(1.508948, 103.379532)",CO,,,Default,PNK PONTIAN-JETI SYKT [DLV MELAKA],90017218,80039484,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.508948, 103.379532)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(987642, 167276)","(987642, 167276)",,17:00:00,,- Invalid -
PNK PORT DICKSON [DLV MELAKA],80039812,"KUALA LUKUT BESAR, ,",PORT DICKSON,71000,SER,COMNAT,SOUTH,PEN,norazhan@petronas.com.my,,,16380,1111110,,"(2.580199, 101.791191)",CO,,,Default,PNK PORT DICKSON [DLV MELAKA],90017218,80039812,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.580199, 101.791191)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,14/01/15 16:33,Malaysia,"(810400, 285532)","(810400, 285532)",,17:00:00,,- Invalid -
PNK PORT DICKSON INDUSTRIAL,80009566,"KUALA LUKUT BESAR, ,",PORT DICKSON,71000,SER,COMNAT,,PEN,norazhan@petronas.com.my,,,16380,1111111,,"(2.580199, 101.791191)",CO,,,Default,PNK PORT DICKSON INDUSTRIAL,90009258,80009566,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.580199, 101.791191)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,04/02/16 11:07,Malaysia,"(810400, 285532)","(810400, 285532)",,17:00:00,,- Invalid -
PNK PULAU PANGKOR (C2 BOAT),80047244,"JETI PULAU PANGKOR, SUNGAI PINANG BESAR,,",PULAU PANGKOR,32300,PER,COMNAT,,PEN,hamizanr@petronas.com.my,56851176,,21840,1111110,,"(4.226971, 100.575527)",CO,,,Default,PNK PULAU PANGKOR (C2 BOAT),90040170,80047244,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.226971, 100.575527)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(674865, 467393)","(674865, 467393)",,18:00:00,,- Invalid -
PNK PULAU PANGKOR [DLV LUMUT],80044817,"SG PINANG BESAR, ,",PULAU PANGKOR,32300,PER,COMNAT,,PEN,hamizanr@petronas.com.my,56851176,,21840,1111110,,"(4.219474, 100.575170)",CO,,,Default,PNK PULAU PANGKOR [DLV LUMUT],90017218,80044817,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.219474, 100.575170)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(674827, 466564)","(674827, 466564)",,18:00:00,,- Invalid -
PNK PULAU PANGKOR INDUSTRIAL,80004643,"SG PINANG BESAR, ,",PULAU PANGKOR,32300,PER,COMNAT,NORTH,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(4.219474, 100.575170)",CO,,,Default,PNK PULAU PANGKOR INDUSTRIAL,90009258,80004643,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.219474, 100.575170)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,18/01/16 14:01,Malaysia,"(674827, 466564)","(674827, 466564)",,17:00:00,,- Invalid -
PNK ROMPIN - TG 2 [DLV KUANTAN],80044855,"TG GEMOK 2, LOT 2641, JALAN ROMPIN, TG GEMOK,",KUALA ROMPIN,26820,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN - TG 2 [DLV KUANTAN],90017218,80044855,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1012323, 296722)","(1012323, 296722)",,18:00:00,,- Invalid -
PNK ROMPIN - TG 3 [DLV KUANTAN],80044856,"TG GEMOK 3, PERIKANAN SERI TANJUNG,, NO 116, JALAN FERI LAMA, TG GEMOK",KUALA ROMPIN,26820,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN - TG 3 [DLV KUANTAN],90017218,80044856,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1012323, 296722)","(1012323, 296722)",,21:00:00,,- Invalid -
PNK ROMPIN - TG GEMOK 1 (C2 BOAT),80047273,"LOT 99, JLN FERI LAMA, ,",KUALA ROMPIN,26820,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN - TG GEMOK 1 (C2 BOAT),90040170,80047273,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1012323, 296722)","(1012323, 296722)",,21:00:00,,- Invalid -
PNK ROMPIN -TG 1 [DLV KUANTAN],80044854,"TANJUNG GEMOK 1, LOT 99, JALAN FERI LAMA, TANJUNG GEMOK",KUALA ROMPIN,26820,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN -TG 1 [DLV KUANTAN],90017218,80044854,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1012323, 296722)","(1012323, 296722)",,21:00:00,,- Invalid -
PNK ROMPIN -TG4 [DLV KUANTAN],80044824,"JETI DIDEPAN LOT 610, JALAN FERI LAMA, KUALA ROMPIN,",KUALA ROMPIN,26820,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN -TG4 [DLV KUANTAN],90017218,80044824,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1012323, 296722)","(1012323, 296722)",,18:00:00,,- Invalid -
PNK ROMPIN -TG5 [DLV KUANTAN],80044825,"JALAN FERI LAMA,, TG GEMOK,",KUALA ROMPIN,26820,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN -TG5 [DLV KUANTAN],90017218,80044825,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1012323, 296722)","(1012323, 296722)",,18:00:00,,- Invalid -
PNK ROMPIN [DLV KUANTAN],80044823,"KOMPLEKS PERIKANAN LKIM ROMPIN, JALAN JETI, KUALA ROMPIN",KUALA ROMPIN,26800,PAH,COMNAT,,PEN,hamizanr@petronas.com.my,137880868,,32760,1111110,,"(2.808970, 103.481104)",CO,,,Default,PNK ROMPIN [DLV KUANTAN],90017218,80044823,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.808970, 103.481104)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(998549, 311435)","(998549, 311435)",,20:00:00,,- Invalid -
PNK ROMPIN INDUSTRIAL PRICE,80047510,"LOT 99, JLN FERI LAMA, ,",KUALA ROMPIN,26820,PAH,COMNAT,EAST,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(2.675809, 103.604135)",CO,,,Default,PNK ROMPIN INDUSTRIAL PRICE,90009258,80047510,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.675809, 103.604135)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,07/01/16 12:48,Malaysia,"(1012323, 296722)","(1012323, 296722)",,23:00:00,,- Invalid -
PNK SEDILI [DLV MELAKA],80002877,"KOMPLEKS PERIKANAN LKIM SEDILI, ,","SEDILI, KOTA TINGGI",81910,JOH,COMNAT,,PEN,hamizanr@petronas.com.my,173187000,,32760,1111110,,"(1.942087, 104.102774)",CO,,,Default,PNK SEDILI [DLV MELAKA],90017218,80002877,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.942087, 104.102774)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(1068242, 215519)","(1068242, 215519)",,17:00:00,,- Invalid -
PNK SEDILI INDUSTRIAL,80009455,"KOMPLEKS PERIKANAN LKIM SEDILI, ,","SEDILI, KOTA TINGGI",81910,JOH,COMNAT,,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(1.942087, 104.102774)",CO,,,Default,PNK SEDILI INDUSTRIAL,90009258,80009455,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.942087, 104.102774)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,15/02/16 12:25,Malaysia,"(1068242, 215519)","(1068242, 215519)",,17:00:00,,- Invalid -
PNK SEMERAK,80008582,"PT 4301, PELABUHAN PERIKANAN LKIM, TOK BALI","SEMERAK, PASIR PUTEH",16700,KEL,COMNAT,,PEN,norazhan@petronas.com.my,,,,1111111,,"(5.875308, 102.457836)",CO,,,Default,PNK SEMERAK,90009258,80008582,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(5.875308, 102.457836)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,07/01/16 17:05,Malaysia,"(882992, 650605)","(882992, 650605)",,23:59:59,,- Invalid -
PNK SEMERAK (C2 BOAT),80047250,"PT 4301, PELABUHAN PERIKANAN LKIM, TOK BALI",PASIR PUTEH,16700,KEL,COMNAT,,PEN,hamizanr@petronas.com.my,194557729,,32760,1111110,,"(5.875308, 102.457836)",CO,,,Default,PNK SEMERAK (C2 BOAT),90040170,80047250,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.875308, 102.457836)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(882992, 650605)","(882992, 650605)",,21:00:00,,- Invalid -
PNK SEMERAK (C2 BOAT),80047235,"JETI PENDARATAN IKAN KUALA SEMERAK, PNK SEMERAK, KUALA SEMERAK",PASIR PUTEH,16700,KEL,COMNAT,,PEN,hamizanr@petronas.com.my,194557729,,32760,1111110,,"(5.875308, 102.457836)",CO,,,Default,PNK SEMERAK (C2 BOAT),90040170,80047235,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.875308, 102.457836)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(882992, 650605)","(882992, 650605)",,21:00:00,,- Invalid -
PNK SEMERAK [DLV KERTEH],80014823,"PT 4301, PELABUHAN PERIKANAN LKIM, TOK BALI",PASIR PUTEH,16700,KEL,COMNAT,,PEN,hamizanr@petronas.com.my,194557729,,27300,1111110,,"(5.891337, 102.476638)",CO,,,Default,PNK SEMERAK [DLV KERTEH],90017218,80014823,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.891337, 102.476638)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(885066, 652393)","(885066, 652393)",,21:00:00,,- Invalid -
PNK SEMERAK JETI [EX-D KERTEH],80040955,"JETI PENDARATAN IKAN, KUALA SEMERAK,",PASIR PUTEH,16700,KEL,COMNAT,,PEN,hamizanr@petronas.com.my,194557729,,27300,1111110,,"(5.891337, 102.476638)",CO,,,Default,PNK SEMERAK JETI [EX-D KERTEH],90017218,80040955,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.891337, 102.476638)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(885066, 652393)","(885066, 652393)",,22:00:00,,- Invalid -
PNK SETIU,80051264,"KAMPUNG MANGKUK, ,",SETIU,22120,TRE,,EAST,PEN,norazhan@petronas.com.my,,,21840,1111011,,"(5.604579, 102.812948)",CO,,,Default,PNK SETIU,NaN,80051264,D001,,,Invalid,,8:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(5.604579, 102.812948)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,14/04/16 11:36,Malaysia,"(922579, 620869)","(922579, 620869)",,16:30:00,,- Invalid -
PNK SETIU - KG MANGKUK [DLV KERTEH],80039488,"KAMPUNG MANGKUK, ,",SETIU,,TRE,COMNAT,,PEN,hamizanr@petronas.com.my,96927921,,21840,1111110,,"(5.604579, 102.812948)",CO,,,Default,PNK SETIU - KG MANGKUK [DLV KERTEH],90017218,80039488,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.604579, 102.812948)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(922579, 620869)","(922579, 620869)",,18:00:00,,- Invalid -
PNK SG BESAR - SEKINCHAN 1,80040102,"NO 8 JALAN TEPI LAUT, BAGAN SEKINCHAN, ,",SEKINCHAN,45200,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,27300,1111111,,"(3.504457, 101.095910)",CO,,,Default,PNK SG BESAR - SEKINCHAN 1,90009258,80040102,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.504457, 101.095910)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,28/01/16 11:38,Malaysia,"(732841, 387613)","(732841, 387613)",,17:00:00,,- Invalid -
PNK SG BESAR - SEKINCHAN 2,80038574,"NO. 90, LORONG 4, , BAGAN SEKINCHAN",SEKINCHAN,45200,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,27300,1111111,,"(3.504457, 101.095910)",CO,,,Default,PNK SG BESAR - SEKINCHAN 2,90009258,80038574,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(3.504457, 101.095910)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,28/01/16 11:38,Malaysia,"(732841, 387613)","(732841, 387613)",,23:59:59,,- Invalid -
PNK SG BESAR - SEKINCHAN 3,80033064,"NO. 3 JALAN SG. LABU, BAGAN SEKINCHAN,",SEKINCHAN,45200,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,27300,1111111,,"(3.518307, 101.087969)",CO,,,Default,PNK SG BESAR - SEKINCHAN 3,90009258,80033064,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.518307, 101.087969)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,28/01/16 11:49,Malaysia,"(731955, 389143)","(731955, 389143)",,17:00:00,,- Invalid -
PNK SG BESAR - SG BURONG 1,80031551,"PT6118, JALAN BAGAN, SUNGAI BURONG,",SABAK BERNAM,45200,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,27300,1111111,,"(3.449421, 101.133890)",CO,,,Default,PNK SG BESAR - SG BURONG 1,90009258,80031551,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.449421, 101.133890)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,28/01/16 11:58,Malaysia,"(737076, 381535)","(737076, 381535)",,17:00:00,,- Invalid -
PNK SG BESAR - SG BURONG 2,80031675,"NO. 16 JALAN 5, BAGAN SUNGAI BESAR,",SUNGAI BESAR,45300,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,32760,1111111,,"(3.672832, 100.982496)",CO,,,Default,PNK SG BESAR - SG BURONG 2,90009258,80031675,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.672832, 100.982496)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,28/01/16 11:58,Malaysia,"(720196, 406208)","(720196, 406208)",,17:00:00,,- Invalid -
PNK SG BESAR - SG BURONG 3,80017722,"JETI JLN 4, BAGAN SG BESAR,",SUNGAI BESAR,45300,SEL,COMNAT,,PEN,norazhan@petronas.com.my,,,27300,1111111,,"(3.670737, 100.981394)",CO,,,Default,PNK SG BESAR - SG BURONG 3,90009258,80017722,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.670737, 100.981394)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,28/01/16 12:07,Malaysia,"(720074, 405976)","(720074, 405976)",,17:00:00,,- Invalid -
PNK SG BESAR -SG LANG [DLV KVDT],80042618,"NO. 8/54, BAGAN SUNGAI LANG, ,",SG. AYER TAWAR,45100,SEL,COMNAT,CENTRAL,PEN,hamizanr@petronas.com.my,013-7773088,,32760,1111110,,"(4.297667, 100.755735)",CO,,,Default,PNK SG BESAR -SG LANG [DLV KVDT],90017218,80042618,D001,,,Invalid,,8:00:00,,13:00:00,,14:00:00,,,FALSE,"(4.297667, 100.755735)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,16/12/14 11:16,Malaysia,"(694854, 475254)","(694854, 475254)",,17:00:00,,- Invalid -
PNK SG BESAR-B NAKHODA [DLV KVDT],80042619,"NO. 42 JALAN 2, BAGAN NAKHODA OMAR, ,",SABAK BERNAM,45200,SEL,COMNAT,CENTRAL,PEN,hamizanr@petronas.com.my,013-7773088,,32760,1111110,,"(3.678782, 100.990591)",CO,,,Default,PNK SG BESAR-B NAKHODA [DLV KVDT],90017218,80042619,D001,,,Invalid,,8:00:00,,13:00:00,,14:00:00,,,FALSE,"(3.678782, 100.990591)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,16/12/14 11:16,Malaysia,"(721094, 406868)","(721094, 406868)",,17:00:00,,- Invalid -
PNK SG BESAR-SG BURONG [DLV KVDT],80042620,"PT 6118 JALAN BAGAN, SUNGAI BURONG, ,",SABAK BERNAM,45200,SEL,COMNAT,,PEN,hamizanr@petronas.com.my,137773088,,21840,1111110,,"(3.672252, 100.983224)",CO,,,Default,PNK SG BESAR-SG BURONG [DLV KVDT],90017218,80042620,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.672252, 100.983224)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(720277, 406144)","(720277, 406144)",,17:00:00,,- Invalid -
