Name,ForeignID,Default terminal,Monthly Diesel Quota,Street,Bandar,State,District,"Region (North, South, East or Central)",Email,Telephone,Accessibilty Roadtanker,Next Critical Stock,"Latitude/Longitude, Road",Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,Postcode,"Position Method, Road","Position Method, Home",POI,Planned Trips,Overridden terminal for 97,Order Type 2,Order Type 1,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Mobile,Marked for export,"Latitude/Longitude, Home",Last Visit,Last changed by user,Last changed,Just in Time + 1,Just in Time,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Distribution Channel for SAP field,CUSTOMERINFOTEXT23,Customer type,Customer Group,Created by user,Created,Country Code,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Consolidation Group,Closing time,Binary opening weekdays string,Alternative Street,Address District
AKN AL IDRUS RESOURCES,90043695,M838,49140,"PETRONAS JALAN BAYAM, LOT 2712, GM 1783,",KOTA BHARU,KEL,EAST1,EAST,iskandar_ahmad@petronas.com.my,,27300,11/10/16 11:18,"(6.117666, 102.264946)",Default,AKN AL IDRUS RESOURCES,90043695,90043695,D001,15200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(6.117666, 102.264946)",(Invalid),STARSPRD01_ImportServer,08/10/16 9:45,13/10/16 2:41,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,21/09/15 14:27,PEN,Malaysia,"(861444, 677310)","(861444, 677310)",,- Invalid -,23:59:00,1111111,,- Invalid -
AKNH KAMALIA ENTERPRISE,90043797,M808,37260,"LOT PT.19298, MUKIM CHERAS, BANDAR TUN HUSSEIN ONN, CHERAS,",CHERAS,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,196887554,54600,16/10/16 9:38,"(3.049902, 101.761999)",Default,AKNH KAMALIA ENTERPRISE,90043797,90043797,D001,43200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.049902, 101.761999)",(Invalid),STARSPRD01_ImportServer,06/10/16 10:04,(Invalid),16/10/16 9:38,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,28/09/15 14:17,PEN,Malaysia,"(807028, 337503)","(807028, 337503)",,- Invalid -,23:59:00,1111111,,- Invalid -
AKRAB PADU ENTERPRISE,90032655,M808,180180,"LOT 3020,MKM TELOK PANGLIMA GARANG, ,",KUALA LANGAT,SEL,CENTR1,CENTRAL,azulhilmee.hasan@petronas.com.my,195769279,43680,13/10/16 22:36,"(2.926282, 101.473440)",Default,AKRAB PADU ENTERPRISE,90032655,90032655,D001,42500,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.926282, 101.473440)",(Invalid),STARSPRD01_ImportServer,09/10/16 23:50,13/10/16 22:36,12/10/16 10:48,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(774961, 323748)","(774961, 323748)",,- Invalid -,23:59:00,1111111,,- Invalid -
AKUDIA ENTERPRISE,90037642,M828,65520,"LOT 1682, JALAN SENAWANG, PAROI MUKIM AMPANGAN,",SEREMBAN,SER,SOUTH1,SOUTH,,122273947,54600,12/10/16 12:29,"(2.709756, 101.978501)",Default,AKUDIA ENTERPRISE,90037642,90037642,D001,70450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.709756, 101.978501)",(Invalid),STARSPRD01_ImportServer,08/10/16 0:05,(Invalid),12/10/16 12:29,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(831214, 299919)","(831214, 299919)",,- Invalid -,23:59:00,1111111,,- Invalid -
AL FAYAKUN RESOURCES,90041318,M839,207480,"LOT 38719,GM 15725, MUKIM KUALA KUANTAN,",KUANTAN,PAH,EAST2,EAST,azrio@petronas.com.my,199190099,43680,12/10/16 16:23,"(3.912373, 103.349417)",Default,AL FAYAKUN RESOURCES,90041318,90041318,D001,25150,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.912373, 103.349417)",(Invalid),STARSPRD01_ImportServer,10/10/16 15:24,15/10/16 17:44,12/10/16 16:23,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(983324, 433695)","(983324, 433695)",,- Invalid -,23:59:00,1111111,,- Invalid -
AL IMAN DANGA BAY,90042275,M829,21840,"KM 7, BATU 4 1/2 JALAN SKUDAI, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,122890284,43680,13/10/16 0:24,"(1.542336, 103.656647)",Default,AL IMAN DANGA BAY,90042275,90042275,D001,81200,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.542336, 103.656647)",(Invalid),STARSPRD01_ImportServer,08/10/16 20:14,(Invalid),13/10/16 0:24,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,16/02/15 23:16,PEN,Malaysia,"(1018556, 171043)","(1018556, 171043)",,- Invalid -,23:59:00,1111111,,- Invalid -
AL IMAN ENTERPRISE,90036201,M829,136500,"LOT 20457 HS(D)303968 JLN LANGKASUKA, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,122890284,54600,11/10/16 11:18,"(1.503556, 103.742252)",Default,AL IMAN ENTERPRISE,90036201,90036201,D001,80350,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.503556, 103.742252)",(Invalid),STARSPRD01_ImportServer,09/10/16 17:27,12/10/16 4:50,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1028120, 166763)","(1028120, 166763)",,- Invalid -,23:00:00,1111111,,- Invalid -
AL QADR ENTERPRISE,90039485,M808,86285,"PT 47809 HS(D) 125476, JLN SUNGA, LONG, TAMAN RAKAN MKM CHERAS,",HULU LANGAT,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,133872567,54600,11/10/16 15:35,"(3.035865, 101.784480)",Default,AL QADR ENTERPRISE,90039485,90039485,D001,43100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.035865, 101.784480)",(Invalid),STARSPRD01_ImportServer,09/10/16 23:28,12/10/16 14:45,11/10/16 15:35,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(809533, 335956)","(809533, 335956)",,- Invalid -,23:59:00,1111111,,- Invalid -
AL-HABSHEE ENTERPRISE,90037365,M839,131040,"LOT 1333, BANDAR BARU ROMPIN, KUALA ROMPIN,",ROMPIN,PAH,EAST2,EAST,kyairul_anuas@petronas.com.my,129281257,43680,13/10/16 18:17,"(2.798637, 103.484930)",Default,AL-HABSHEE ENTERPRISE,90037365,90037365,D001,26800,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.798637, 103.484930)",(Invalid),STARSPRD01_ImportServer,11/10/16 7:28,(Invalid),13/10/16 18:17,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(998980, 310291)","(998980, 310291)",,- Invalid -,23:59:00,1111111,,- Invalid -
AL-KAUTHAR ENTERPRISE,90037670,M808,120120,"LOT PT 58358-59,58370-71, JALAN SUNGAI JATI,",KLANG,SEL,CENTR1,CENTRAL,,137714545,54600,13/10/16 8:22,"(3.012906, 101.458429)",Default,AL-KAUTHAR ENTERPRISE,90037670,90037670,D001,41000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.012906, 101.458429)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:05,13/10/16 8:22,11/10/16 23:40,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(773270, 333328)","(773270, 333328)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALAM DAMAI ENTERPRISE,90037485,M818,354900,"LOT 6642, MUKIM 13, JALAN TOK KANGAR,JURU,",SIMPANG AMPAT,PIN,NORTH1,NORTH,aimiekhusairie_shaharudin@petronas.com.my,124083594,43680,13/10/16 4:10,"(5.325332, 100.434717)",Default,ALAM DAMAI ENTERPRISE,90037485,90037485,D001,14100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.325332, 100.434717)",(Invalid),STARSPRD01_ImportServer,10/10/16 20:24,13/10/16 4:10,11/10/16 19:07,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,18/12/14 17:12,PEN,Malaysia,"(658980, 588811)","(658980, 588811)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALAN KIMAN ENTERPRISE,90036552,M817,158340,"LOT 8708 GM 2899, SAUK SEDONAN,, TITI GANTUNG,",BOTA ( PERAK TENGAH),PER,NORTH2,NORTH,azly_abubakar@petronas.com.my,163689413,43680,13/10/16 8:21,"(4.356916, 100.823100)",Default,ALAN KIMAN ENTERPRISE,90036552,90036552,D001,32900,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.356916, 100.823100)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:47,(Invalid),13/10/16 8:21,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(702317, 481824)","(702317, 481824)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALCC OIL & GAS,90045713,M808,,"LOT 14026, JALAN USJ 14/1L, SUBANG JAYA,",SUBANG JAYA,SEL,CENTR1,CENTRAL,alfuzi_hamid@petronas.com.my,193641643,21840,(Invalid),"(3.038261, 101.588616)",Default,ALCC OIL & GAS,90045713,90045713,D001,47630,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.038261, 101.588616)",(Invalid),STARSPRD01_ImportServer,30/09/16 1:06,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,02/09/16 9:47,PEN,Malaysia,"(787744, 336167)","(787744, 336167)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALFATEH SERVICE STATION,90045102,M808,,"JALAN SERI PUTRA 1/9, BANDAR SERI PUTRA,",KAJANG,SEL,CENTR3,CENTRAL,noormarlizan.mamat@petronas.com.my,,54600,(Invalid),"(2.887339, 101.793348)",Default,ALFATEH SERVICE STATION,90045102,90045102,D001,43000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.887339, 101.793348)",(Invalid),STARSPRD01_ImportServer,20/09/16 19:07,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,21/07/16 12:13,PEN,Malaysia,"(810561, 319522)","(810561, 319522)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALI LOK ENTERPRISE,90009823,M808,49140,"STESEN MINYAK/SERVIS PETRONAS, LOT 20849,, JLN USJ 2/2D",SUBANG JAYA,SEL,CENTR1,CENTRAL,alfuzi_hamid@petronas.com.my,192164138,21840,13/10/16 10:30,"(3.057523, 101.591395)",Default,ALI LOK ENTERPRISE,90009823,90009823,D001,47600,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.057523, 101.591395)",(Invalid),STARSPRD01_ImportServer,09/10/16 23:08,(Invalid),13/10/16 10:30,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(788048, 338299)","(788048, 338299)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALIASOFIAH ENTERPRISE,90039196,M829,136500,"LOT 49987, MUKIM SENAI-KULAI, LEBUHRAYA PONTIAN (ARAH J&apos; BAHRU),",JOHOR BAHRU,JOH,SOUTH2,SOUTH,,137792506,54600,12/10/16 22:47,"(1.551162, 103.649454)",Default,ALIASOFIAH ENTERPRISE,90039196,90039196,D001,81300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.551162, 103.649454)",(Invalid),STARSPRD01_ImportServer,11/10/16 7:29,14/10/16 16:29,12/10/16 22:47,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1017751, 172020)","(1017751, 172020)",,- Invalid -,23:59:00,1111111,,- Invalid -
ALYA SARA UMARUDDIN ENTERPRISE,90040594,M808,32760,"STESEN SERVIS PETRONAS, JALAN NURI 6/1,",SHAH ALAM,SEL,CENTR1,CENTRAL,faiz_zaki@petronas.com.my,163162512,43680,14/10/16 9:43,"(3.083835, 101.507413)",Default,ALYA SARA UMARUDDIN ENTERPRISE,90040594,90040594,D001,40000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.083835, 101.507413)",(Invalid),STARSPRD01_ImportServer,06/10/16 12:11,13/10/16 5:40,12/10/16 1:37,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(778700, 341188)","(778700, 341188)",,- Invalid -,23:59:00,1111111,,- Invalid -
AMANIS ENTERPRISE,90037393,M808,123216,"LOT PT 34825 (HD) 263792/93, JALAN SUNGAI TUA,",BATU CAVES,SEL,CENTR2,CENTRAL,nazly_mistam@petronas.com.my,192107173,54600,13/10/16 10:07,"(3.238480, 101.673630)",Default,AMANIS ENTERPRISE,90037393,90037393,D001,68100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.238480, 101.673630)",(Invalid),STARSPRD01_ImportServer,11/10/16 1:05,13/10/16 10:07,11/10/16 20:54,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(797144, 358345)","(797144, 358345)",,- Invalid -,23:59:00,1111111,,- Invalid -
AMBANG WARISAN ENTERPRISE,90036109,M818,60060,"SPG 3 BKT SEKECHONG,JLN KUBUR PJG, ,",PENDANG,KED,NORTH1,NORTH,jaimurali.m@petronas.com.my,124277672,43680,14/10/16 18:43,"(6.071475, 100.514824)",Default,AMBANG WARISAN ENTERPRISE,90036109,90036109,D001,6700,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(6.071475, 100.514824)",(Invalid),STARSPRD01_ImportServer,08/10/16 13:21,(Invalid),14/10/16 18:43,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(667642, 671340)","(667642, 671340)",,- Invalid -,23:00:00,1111111,,- Invalid -
AMZASS PETROPLUS SERVICES,90038076,M808,390184,"KM 124, KAWASAN REHAT & RAWAT, LEBUHRAYA UTARA-SELATAN(PLUS),",ULU BERNAM,SEL,CENTR2,CENTRAL,fadzil_badarudin@petronas.com.my,193116996,54600,11/10/16 11:18,"(3.663210, 101.520585)",Default,AMZASS PETROPLUS SERVICES,90038076,90038076,D001,45600,,,Invalid,0,M818,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.663210, 101.520585)",(Invalid),STARSPRD01_ImportServer,08/10/16 8:11,13/10/16 9:36,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(779999, 405294)","(779999, 405294)",,- Invalid -,23:59:00,1111111,,- Invalid -
AN NAJAH CEMERLANG,90041982,M828,92820,"LOT 999, BT 1, JLN BATU ANAM, ,",GEMAS,SER,SOUTH1,SOUTH,sahar_saian@petronas.com.my,192767105,43680,12/10/16 14:09,"(2.581783, 102.616419)",Default,AN NAJAH CEMERLANG,90041982,90041982,D001,73400,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.581783, 102.616419)",(Invalid),STARSPRD01_ImportServer,09/10/16 20:01,(Invalid),12/10/16 14:09,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:41,PEN,Malaysia,"(902279, 285939)","(902279, 285939)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANDAMAS NIAGA,90035502,M817,464100,"SIMPANG PULAI PLUS HIGHWAY, (NORTH BOUND),",IPOH,PER,NORTH2,NORTH,rasydansani@petronas.com.my,122001331,43680,13/10/16 15:31,"(4.499167, 101.151247)",Default,ANDAMAS NIAGA,90035502,90035502,D001,31300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.499167, 101.151247)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:54,(Invalid),13/10/16 15:31,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(738703, 497655)","(738703, 497655)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANFAL ENTERPRISE,90018542,M808,68636,"STESEN SERVIS PETRONAS, LOT 21854 (PT 16292), TAMAN CHERAS PERDANA",KAJANG,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,122170424,43680,13/10/16 16:50,"(3.047519, 101.768258)",Default,ANFAL ENTERPRISE,90018542,90018542,D001,43200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.047519, 101.768258)",(Invalid),STARSPRD01_ImportServer,10/10/16 10:57,15/10/16 3:11,12/10/16 15:36,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(807725, 337241)","(807725, 337241)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANH MART,90035966,M829,180180,"STESEN SERVIS PETRONAS, LOT 10872, ULU TIRAM,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,syazwan_fikri@petronas.com.my,197579859,54600,12/10/16 5:31,"(1.607127, 103.821384)",Default,ANH MART,90035966,90035966,D001,81800,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.607127, 103.821384)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:44,13/10/16 17:43,12/10/16 0:33,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1036927, 178271)","(1036927, 178271)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANJUNG ENOLILS,90033383,M808,90207,"LOT 1557,BDR BARU DAMAI PERDANA, ,","CHERAS, HULU LANGAT",SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,122171407,43680,13/10/16 13:17,"(3.053256, 101.744084)",Default,ANJUNG ENOLILS,90033383,90033383,D001,43100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.053256, 101.744084)",(Invalid),STARSPRD01_ImportServer,09/10/16 10:35,12/10/16 14:24,11/10/16 21:13,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(805034, 337869)","(805034, 337869)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANM TRADING ENTERPRISE,90041111,M808,152302,"LOT PT 26378, JLN KUCHING, ,",MUKIM BATU,PSK,CENTR2,CENTRAL,nazly_mistam@petronas.com.my,193689920,43680,13/10/16 14:24,"(3.187600, 101.670395)",Default,ANM TRADING ENTERPRISE,90041111,90041111,D001,51200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.187600, 101.670395)",(Invalid),STARSPRD01_ImportServer,09/10/16 8:56,13/10/16 14:24,12/10/16 8:23,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(796799, 352714)","(796799, 352714)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANNAS MUSTAFA ENTERPRISE,90034873,M818,65520,"3672A LORONG SELASIH 1/3, TAMAN SELASIH, ,",KULIM,KED,NORTH1,NORTH,,124868404,43680,13/10/16 22:03,"(5.374349, 100.535394)",Default,ANNAS MUSTAFA ENTERPRISE,90034873,90034873,D001,9000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.374349, 100.535394)",(Invalid),STARSPRD01_ImportServer,07/10/16 12:03,13/10/16 22:03,12/10/16 13:34,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(670125, 594258)","(670125, 594258)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANTARA QDUA ENTERPRISE,90040603,M808,49140,"LOT PT 1937, MUKIM IJOK, BANDAR PUNCAK ALAM,",KUALA SELANGOR,SEL,CENTR1,CENTRAL,kiranjeet_jusvir@petronas.com.my,133986614,43680,11/10/16 16:49,"(3.231890, 101.427239)",Default,ANTARA QDUA ENTERPRISE,90040603,90040603,D001,45000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.231890, 101.427239)",(Invalid),STARSPRD01_ImportServer,04/10/16 21:02,12/10/16 16:29,11/10/16 16:49,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(769745, 357547)","(769745, 357547)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANUAR BIN ABIDIN,90017456,M818,114660,"LOT 828, LOT 828,KM2 JALAN KAKI BUKIT,",KANGAR,PEL,NORTH1,NORTH,irfan.mattaha@petronas.com.my,124280828,43680,15/10/16 5:49,"(6.451577, 100.205828)",Default,ANUAR BIN ABIDIN,90017456,90017456,D001,1000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(6.451577, 100.205828)",(Invalid),STARSPRD01_ImportServer,10/10/16 10:28,15/10/16 5:49,12/10/16 18:57,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(633344, 713281)","(633344, 713281)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANUGERAH ELMU,90038244,M828,65520,"LOT 2702 PEKAN KOTA, ,",KOTA,SER,SOUTH1,SOUTH,sahar_saian@petronas.com.my,163049507,54600,11/10/16 11:18,"(2.520123, 102.157648)",Default,ANUGERAH ELMU,90038244,90038244,D001,71350,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.520123, 102.157648)",(Invalid),STARSPRD01_ImportServer,10/10/16 6:51,14/10/16 9:19,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(851208, 278977)","(851208, 278977)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANY ENTERPRISE,90001985,M808,32760,"STESEN SERVIS PETRONAS, LOT PT 11854,JLN KIM CHUAN,",PELABUHAN KLANG,SEL,CENTR1,CENTRAL,azulhilmee.hasan@petronas.com.my,123176563,43680,15/10/16 6:18,"(3.015816, 101.426365)",Default,ANY ENTERPRISE,90001985,90001985,D001,42000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.015816, 101.426365)",(Invalid),STARSPRD01_ImportServer,30/09/16 1:05,(Invalid),15/10/16 6:18,,,FALSE,,FL,RE,1,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(769703, 333642)","(769703, 333642)",,- Invalid -,23:59:00,1111111,,- Invalid -
ANZ TOUCH ENTERPRISE,90041385,M828,38220,"JALAN TAN SWEE HOE, LOT21209, GRN 462838, MUKIM SIMPANG KANAN",BATU PAHAT,JOH,SOUTH2,SOUTH,gan_mingyu@petronas.com.my,122550106,43680,12/10/16 16:40,"(1.864982, 102.945794)",Default,ANZ TOUCH ENTERPRISE,90041385,90041385,D001,83000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.864982, 102.945794)",(Invalid),STARSPRD01_ImportServer,05/10/16 17:03,13/10/16 7:45,12/10/16 1:33,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(939186, 206630)","(939186, 206630)",,- Invalid -,23:59:59,1111111,,- Invalid -
AR RAHIM ENTERPRISE,90033380,M828,196560,"LOT 1936, MUKIM JORAK, ,",MUAR,JOH,SOUTH1,SOUTH,asyraf.zainal@petronas.com.my,197579466,43680,13/10/16 1:35,"(2.147267, 102.768842)",Default,AR RAHIM ENTERPRISE,90033380,90033380,D001,84600,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.147267, 102.768842)",(Invalid),STARSPRD01_ImportServer,11/10/16 9:10,13/10/16 1:35,12/10/16 2:17,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(919389, 237856)","(919389, 237856)",,- Invalid -,23:59:00,1111111,,- Invalid -
ARAFOIL RESOURSE,90035660,M808,219636,"LOT PT 12099 HS(D) 7085, ,",CYBERJAYA,SEL,CENTR3,CENTRAL,zamrul_ali@petronas.com.my,126611178,54600,13/10/16 14:55,"(2.918805, 101.659259)",Default,ARAFOIL RESOURSE,90035660,90035660,D001,63000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.918805, 101.659259)",(Invalid),STARSPRD01_ImportServer,09/10/16 23:48,12/10/16 17:14,11/10/16 19:33,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(795634, 322968)","(795634, 322968)",,- Invalid -,23:59:00,1111111,,- Invalid -
ARANNA ENTERPRISE,90041661,M808,43143,"LOT PT 25433, MUKIM CHERAS, BANDAR TUN HUSSEIN ONN,",CHERAS,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,133509353,43680,11/10/16 11:18,"(3.054982, 101.758003)",Default,ARANNA ENTERPRISE,90041661,90041661,D001,43200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.054982, 101.758003)",(Invalid),STARSPRD01_ImportServer,08/10/16 20:20,(Invalid),11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:41,PEN,Malaysia,"(806582, 338064)","(806582, 338064)",,- Invalid -,23:59:00,1111111,,- Invalid -
ARL PETROLEUM,90015875,M839,218400,"JALAN TRAS, ,",BENTONG,PAH,EAST2,EAST,asree_asmoe@petronas.com.my,199186348,43680,11/10/16 16:44,"(3.538592, 101.901837)",Default,ARL PETROLEUM,90015875,90015875,D001,28700,,,Invalid,0,M838,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.538592, 101.901837)",(Invalid),STARSPRD01_ImportServer,11/10/16 7:29,12/10/16 12:53,11/10/16 16:44,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(822428, 391630)","(822428, 391630)",,- Invalid -,23:59:00,1111111,,- Invalid -
